covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
debt_to_income,-0.06039744116085143,0.9413903119652356,0.007561895559213036,-0.07521848411176235,-0.045576398209940513,0.9275408112584467,0.9554466053732181,0.0,-7.98707687614995,1.3817593179597317e-15,49.362415081842876
has_payday_debt_on_DCP_at_activation,-0.0850913377526085,0.9184283933849235,0.06407546093346438,-0.21067693347500194,0.04049425796978491,0.8100357200385095,1.0413253303638401,0.0,-1.3279863541046846,0.18418261496380073,2.4407912033234123
early_payment_score,0.7987458501501605,2.222751516207307,0.17972081866881415,0.446499518287231,1.15099218201309,1.5628319347197108,3.1613279669051346,0.0,4.444370196321401,8.814970874881853e-06,16.791612766509623
payment_burden_ratio,0.31557016326498544,1.3710408052481058,0.06336178548867247,0.19138334571103477,0.4397569808189361,1.2109235654728918,1.5523299267210893,0.0,4.9804493486283095,6.343680475813058e-07,20.588176558297196
age_at_activation,-0.010548459484036276,0.9895069804083193,0.002146562875589542,-0.01475564541074251,-0.00634127355733004,0.9853526856389384,0.993678789886172,0.0,-4.914116238565431,8.918382857067001e-07,20.096714529805745
disposable_income,5.443769705140021e-07,1.0000005443771187,6.705219850793368e-05,-0.00013087551718926637,0.00013196427113029436,0.9998691330466376,1.0001319729787979,0.0,0.008118704272606228,0.9935222823685961,0.009375770792202415
housing_status_at_activation_Rent,-0.22829624310134067,0.7958884484461407,0.07841614557987568,-0.38198906424434675,-0.07460342195833458,0.6825025168453367,0.9281114819882049,0.0,-2.9113423187676983,0.0035987950043745386,8.118270359280604
